# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 331K of event 'cycles'
# Event count (approx.): 21195403568036
#
# Children      Self  Command          Shared Object              Symbol                                          
# ........  ........  ...............  .........................  ................................................
#
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] timerqueue_del
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] pud_val
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] nohz_balance_exit_idle
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]          [k] isolate_freepages_block
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __put_user_nocheck_4
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] ktime_get_update_offsets_now
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] run_posix_cpu_timers
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] getname_flags.part.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] lapic_next_deadline
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] enqueue_task_fair
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] enqueue_task
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] insert_work
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] try_to_wake_up
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] ttwu_do_activate
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] wake_up_process
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] check_preempt_curr
     0.00%     0.00%  irqbalance       [kernel.kallsyms]          [k] seq_printf
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] attach_entity_load_avg
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] calc_global_load_tick
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] cpumask_any_but
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] psi_memstall_leave
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] raw_spin_rq_lock_nested
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] timer_clear_idle
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] mempolicy_slab_node
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] kthread_blkcg
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] offset_to_swap_extent
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] process_one_work
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] page_mapping
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] page_get_anon_vma
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] newidle_balance
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] pick_next_task_fair
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] flush_tlb_mm_range
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] mem_cgroup_update_lru_size
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] page_cpupid_xchg_last
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] perf_swevent_stop
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] do_page_add_anon_rmap
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] rmqueue_bulk
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] xas_nomem
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] memcg_slab_free_hook
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] ext4_releasepage
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] free_buffer_head
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] jbd2_journal_try_to_free_buffers
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] kmem_cache_free
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] try_to_free_buffers
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] try_to_release_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] update_vsyscall
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] native_send_call_func_ipi
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] mem_cgroup_migrate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] migrate_page_copy
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] migrate_page_states
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] page_counter_charge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] lookup_swap_cache
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] timerqueue_add
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]          [k] native_flush_tlb_multi
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]          [k] __x64_sys_madvise
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]          [k] do_madvise.part.0
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]          [k] do_syscall_64
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]          [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]          [k] flush_tlb_mm_range
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]          [k] tlb_finish_mmu
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]          [k] zap_page_range
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] plist_requeue
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] mem_cgroup_from_task
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] __schedule
     0.00%     0.00%  snapd            [kernel.kallsyms]          [k] schedule
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] lapic_next_deadline
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] intel_cpufreq_update_pstate
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] __writeback_inodes_wb
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] __writeback_single_inode
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] do_writepages
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] ext4_bio_write_page
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] ext4_writepages
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] mpage_submit_page
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] wb_workfn
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] wb_writeback
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] writeback_sb_inodes
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] rcu_is_cpu_rrupt_from_idle
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] do_try_to_free_pages
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] shrink_node
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] try_to_free_pages
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] wake_q_add
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] ima_file_mprotect
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] perf_swevent_stop
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] pvclock_gtod_notify
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] timekeeping_update
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] timerqueue_add
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] force_qs_rnp
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] exit_to_user_mode_prepare
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] syscall_exit_to_user_mode
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] kvmalloc_node
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] cpu_latency_qos_limit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] should_fail_alloc_page
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]          [k] copy_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] __slab_free
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] ext4_releasepage
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] free_buffer_head
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] jbd2_journal_try_to_free_buffers
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] kmem_cache_free
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] try_to_free_buffers
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] try_to_release_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] timerqueue_del
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] mempolicy_slab_node
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] try_to_migrate_one
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] try_to_migrate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] native_flush_tlb_one_user
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] __clear_user
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] __do_fault
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] __handle_mm_fault
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] add_to_page_cache_lru
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] asm_exc_page_fault
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] cgroup_rstat_flush_locked
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] clear_user
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] do_page_cache_ra
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] do_user_addr_fault
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] exc_page_fault
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] filemap_fault
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] handle_mm_fault
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] mem_cgroup_flush_stats
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] page_cache_ra_unbounded
     0.00%     0.00%  fido_id          [kernel.kallsyms]          [k] workingset_refault
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] tick_check_oneshot_broadcast_this_cpu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] xas_load
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] pagecache_get_page
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] rcu_segcblist_pend_cbs
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] __note_gp_changes
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] get_swap_device
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] rb_insert_color
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __mem_cgroup_uncharge_swap
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] rcu_note_context_switch
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] try_to_wake_up
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] wake_up_process
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] swap_range_free
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] can_migrate_task
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] irq_work_run_list
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] call_timer_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] process_timeout
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] rwsem_mark_wake
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] update_curr
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] dequeue_entity
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] file_free_rcu
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] kmem_cache_free
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] memcg_slab_free_hook
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] page_lock_anon_vma_read
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] lzo1x_1_do_compress
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] __swap_writepage
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] bdev_write_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] crypto_comp_compress
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] lzogeneric1x_1_compress
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] lzorle1x_1_compress
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] lzorle_compress
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] pageout
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] swap_writepage
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] zcomp_compress
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] zram_rw_page
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] page_swap_info
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] zcomp_stream_get
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] do_syscall_64
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]          [k] page_vma_mapped_walk
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]          [k] clear_page_erms
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] timekeeping_max_deferment
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] error_entry
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] osq_lock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] set_next_buddy
     0.00%     0.00%  migration/18     [kernel.kallsyms]          [k] update_blocked_averages
     0.00%     0.00%  migration/18     [kernel.kallsyms]          [k] __schedule
