# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 23811225081354
#
# Children      Self  Command          Shared Object          Symbol                                             
# ........  ........  ...............  .....................  ...................................................
#
     0.00%     0.00%  kworker/20:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] generic_exec_single
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] irq_work_run_list
     0.00%     0.00%  ksoftirqd/5      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/5      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/5      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __dquot_alloc_space
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_da_reserve_space
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/13     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ext4_da_write_begin
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] native_flush_tlb_one_user
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] flush_tlb_func
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] perf_swevent_stop
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] native_send_call_func_single_ipi
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] total_mapcount
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] perf_poll
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  redis-server     redis-check-rdb        [.] checkClientOutputBufferLimits
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __migration_entry_wait
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migration_entry_wait
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] mark_buffer_dirty
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __block_commit_write.constprop.0.isra.0
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __set_page_dirty
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] invalidate_user_asid
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] count_memcg_page_event.isra.0
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] __writeback_inodes_wb
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] __writeback_single_inode
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] do_writepages
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] ext4_writepages
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] writeback_sb_inodes
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] backend_shrink_memory_count
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __queue_work
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] delayed_work_timer_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] insert_work
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] ttwu_do_activate
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] ext4_end_io_rsv_work
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] vma_migratable
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] __queue_work
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] drm_fb_helper_damage.isra.0
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] insert_work
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] queue_work_on
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] try_to_wake_up
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] wake_up_process
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __buffer_migrate_page.part.0
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] buffer_migrate_page_norefs
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] invalidate_bh_lrus
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __mark_inode_dirty
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ext4_dirty_inode
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] file_modified
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] file_update_time
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] generic_update_time
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_forward
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] perf_pmu_nop_void
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_fast_timekeeper
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] alloc_fd
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] raise_softirq
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __fdget_pos
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] arch_local_irq_enable
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  migration/42     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/42     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/42     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/42     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] jiffies_to_usecs
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] legitimize_mnt
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpufreq_driver_resolve_freq
     0.00%     0.00%  migration/26     [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  redis-server     redis-check-rdb        [.] resetClient
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] queue_work_on
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] remove_migration_pte
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] irqentry_enter
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.00%     0.00%  migration/26     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __check_object_size
     0.00%     0.00%  top              [kernel.kallsyms]      [k] getname_flags.part.0
     0.00%     0.00%  top              [kernel.kallsyms]      [k] strncpy_from_user
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __x64_sys_getdents64
     0.00%     0.00%  top              [kernel.kallsyms]      [k] iterate_dir
     0.00%     0.00%  top              [kernel.kallsyms]      [k] proc_pid_readdir
     0.00%     0.00%  top              [kernel.kallsyms]      [k] proc_root_readdir
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] swake_up_one
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __lock_task_sighand
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cpuacct_account_field
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] kmem_cache_alloc_trace
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_handle_over_high
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] find_get_pages_range_tag
     0.00%     0.00%  kworker/u97:1-e  [kernel.kallsyms]      [k] pagevec_lookup_range_tag
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] alloc_page_buffers
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] create_empty_buffers
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] vma_adjust_trans_huge
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] chacha_permute
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_cached_acl_rcu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] error_return
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __migration_entry_wait
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] io_schedule
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] migration_entry_wait
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] put_and_wait_on_page_locked
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] wait_on_page_bit_common
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] check_preempt_wakeup
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __pm_relax
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] x86_pmu_disable
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __cgroup_account_cputime_field
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rb_insert_color
     0.00%     0.00%  top              [kernel.kallsyms]      [k] get_pid_task
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_wakeup
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] raw_notifier_call_chain
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] task_rq_lock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __hrtimer_init
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] hrtimer_init_sleeper
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] map_id_range_down
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] delayed_work_timer_fn
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] has_bh_in_lru
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_swap
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] stop_two_cpus
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rb_next
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __mod_lruvec_state
     0.00%     0.00%  redis-server     redis-check-rdb        [.] readQueryFromClient
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __do_sys_newfstatat
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __x64_sys_newfstatat
     0.00%     0.00%  top              [kernel.kallsyms]      [k] user_path_at_empty
     0.00%     0.00%  top              [kernel.kallsyms]      [k] vfs_statx
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __queue_work
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] xas_start
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x00000000001b2536
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] security_file_open
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] iterate_groups
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __lock_text_start
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] compact_lock_irqsave
     0.00%     0.00%  migration/27     [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/27     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/27     [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/27     [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  migration/27     [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  migration/27     [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  migration/27     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] raw_spin_rq_unlock
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] mutex_lock
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] zcomp_stream_get
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] invoke_rcu_core
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x00000000001b25aa
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] idle_cpu
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  migration/21     [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  redis-server     libc.so.6              [.] 0x00000000001b2544
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] detach_entity_cfs_rq
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] propagate_entity_cfs_rq
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] set_task_cpu
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] task_tick_fair
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] perf_swevent_start
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] set_next_entity
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] __pick_next_task_fair
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/33     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] set_root
     0.00%     0.00%  memtier_benchma  libc.so.6              [.] __mprotect
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] show_stat
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] irq_work_tick
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/9:2-mm_  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] kcompactd_do_work
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] put_and_wait_on_page_locked
