# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 25690489329285
#
# Children      Self  Command          Shared Object          Symbol                                        
# ........  ........  ...............  .....................  ..............................................
#
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] get_pfnblock_flags_mask
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] kcompactd_do_work
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] css_next_descendant_pre
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sugov_iowait_boost
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __cgroup_throttle_swaprate
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] zcomp_stream_get
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] unlock_page_memcg
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __queue_work
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] delayed_work_timer_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cpu_stop_queue_work
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __split_huge_pmd
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] split_huge_pmd_address
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] remove_migration_pmd
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] smp_call_function_single_async
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __radix_tree_lookup
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] balance_dirty_pages_ratelimited
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] radix_tree_lookup
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __x64_sys_madvise
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] do_madvise.part.0
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] zap_page_range
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] ksize
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __alloc_skb
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __generic_file_write_iter
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] generic_file_write_iter
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] node_page_state
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] file_modified
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] file_update_time
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] generic_update_time
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] enqueue_entity
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __ext4_get_inode_loc
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __ext4_iget
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __getblk_gfp
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __getblk_slow
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __lookup_slow
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] ext4_lookup
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] ext4_sb_breadahead_unmovable
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] filename_lookup
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] pagecache_get_page
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] path_lookupat
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] walk_component
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] __free_pages
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] __vunmap
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] free_unref_page
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] free_work
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] free_transhuge_page
     0.00%     0.00%  kworker/u97:2-f  [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kworker/u97:2-f  [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kworker/u97:2-f  [kernel.kallsyms]      [k] mem_cgroup_wb_stats
     0.00%     0.00%  kworker/u97:2-f  [kernel.kallsyms]      [k] wb_over_bg_thresh
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] copy_page_range
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] copy_process
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] dup_mm
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_run_queues
     0.00%     0.00%  kworker/27:2-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/27:2-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/27:2-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/27:2-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/27:2-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] deferred_split_count
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __read_end_io
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] mpage_end_io
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_release_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ptep_clear_flush
     0.00%     0.00%  systemd-udevd    libc.so.6              [.] 0x00000000000a6196
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] free_pgtables
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] unlink_anon_vmas
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] anon_vma_interval_tree_iter_first
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] find_vma
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_wakeup
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] kthread_is_per_cpu
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] is_cpu_allowed
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]      [k] drain_zone_pages
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  kworker/31:3-cg  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/31:3-cg  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/31:3-cg  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/31:3-cg  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/31:3-cg  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] free_pcp_prepare
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __cond_resched
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] node_page_state
     0.00%     0.00%  kworker/7:3-eve  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  kworker/7:3-eve  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/7:3-eve  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/7:3-eve  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/7:3-eve  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  multipathd       [kernel.kallsyms]      [k] common_nsleep
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] vfs_getattr_nosec
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] blk_stat_add
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] __common_interrupt
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] __lock_text_start
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] __test_set_page_writeback
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] asm_common_interrupt
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] blk_mq_end_request
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] common_interrupt
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] ext4_bio_write_page
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] handle_edge_irq
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] handle_irq_event
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] mpage_submit_page
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] nvme_complete_rq
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] nvme_irq
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] nvme_pci_complete_rq
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] nvme_process_cq
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] psi_task_switch
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] mpage_process_page_bufs
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] mpage_prepare_extent_to_map
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] update_fast_timekeeper
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] lock_page_lruvec_irqsave
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] down_read_trylock
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] raw_notifier_call_chain
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]      [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]      [k] _nohz_idle_balance.constprop.0.isra.0
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]      [k] rebalance_domains
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]      [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]      [k] run_rebalance_domains
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] sigprocmask
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __x64_sys_rt_sigprocmask
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] core_get_val
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]      [k] drm_gem_vram_pin_locked
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]      [k] drm_client_buffer_vmap
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]      [k] drm_fb_helper_damage_work
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]      [k] drm_gem_vmap
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]      [k] drm_gem_vram_object_vmap
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]      [k] drm_gem_vram_vmap
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] populate_seccomp_data
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kworker/u97:7-f  [kernel.kallsyms]      [k] flush_memcg_stats_dwork
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] inode_init_always
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __sock_create
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __sys_socket
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __x64_sys_socket
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] alloc_inode
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] new_inode_pseudo
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] sock_alloc
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] vmacache_find
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] find_vma
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] netlink_recvmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] ____sys_recvmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] ___sys_recvmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __sys_recvmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __x64_sys_recvmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] sock_recvmsg
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] select_task_rq_fair
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] complete
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] swake_up_locked
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] try_to_wake_up
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] wake_up_process
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] wq_barrier_func
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] rcu_dynticks_inc
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] next_uptodate_page
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] fput
     0.00%     0.00%  kworker/u97:2-f  [kernel.kallsyms]      [k] move_expired_inodes
     0.00%     0.00%  kworker/u97:2-f  [kernel.kallsyms]      [k] queue_io
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] is_cpu_allowed
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] cpu_stop_should_run
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __kmalloc_node
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] kvmalloc_node
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_mapping
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] mutex_unlock
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] anon_vma_interval_tree_iter_first
