# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 49246729955078
#
# Children      Self  Command          Shared Object          Symbol                                                   
# ........  ........  ...............  .....................  .........................................................
#
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sched_clock_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_swapin_uncharge_swap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] invalidate_user_asid
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_is_cpu_rrupt_from_idle
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cpufreq_driver_resolve_freq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] task_numa_find_cpu
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] reset_batch_size
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] inc_zone_page_state
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] apparmor_file_mprotect
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __mod_lruvec_state
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] intel_cpufreq_trace
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] file_free_rcu
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] stop_one_cpu_nowait
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __pollwait
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] perf_poll
     0.00%     0.00%  memtier_benchma  libc.so.6              [.] __mprotect
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] __cond_resched
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __bitmap_andnot
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] unlock_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] build_open_flags
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] memcg_slab_free_hook
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] kmem_cache_free
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] llist_add_batch
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] workingset_eviction
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cpu_stop_queue_work
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __ptrace_may_access
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] get_nr_evictable
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] __x64_sys_openat
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] do_filp_open
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] do_sys_openat2
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] path_openat
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] resched_curr
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] core_get_val
     0.00%     0.00%  kworker/u98:3-e  [kernel.kallsyms]      [k] wb_workfn
     0.00%     0.00%  kworker/u98:3-e  [kernel.kallsyms]      [k] wb_writeback
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] tick_sched_handle
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] tick_sched_timer
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] update_process_times
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __switch_to_asm
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ext4_reserve_inode_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]      [k] wb_workfn
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]      [k] wb_writeback
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] offset_to_swap_extent
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] swap_page_sector
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_clock_nanosleep
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __d_lookup
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] update_batch_size
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] may_expand_vm
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __softirqentry_text_start
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] irq_exit_rcu
     0.00%     0.00%  top              [kernel.kallsyms]      [k] filename_lookup
     0.00%     0.00%  top              [kernel.kallsyms]      [k] path_lookupat
     0.00%     0.00%  top              [kernel.kallsyms]      [k] user_path_at_empty
     0.00%     0.00%  top              [kernel.kallsyms]      [k] walk_component
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] zcomp_stream_put
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ktime_get
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] terminate_walk
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] kmem_cache_alloc_trace
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]      [k] __x64_sys_madvise
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]      [k] do_madvise.part.0
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]      [k] tlb_finish_mmu
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]      [k] zap_page_range
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] up_read
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] security_file_free
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] propagate_protected_usage
     0.00%     0.00%  migration/34     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/34     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/34     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] compact_lock_irqsave
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] perf_pmu_nop_void
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] insert_zspage
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] llist_reverse_order
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] wake_q_add
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blk_queue_exit
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pid_delete_dentry
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] copy_page_from_iter_atomic
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] osq_unlock
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_remove_rmap
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  migration/44     [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  migration/44     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/44     [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/44     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/44     [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  migration/44     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/44     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/44     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] module_put
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __mutex_init
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] task_numa_migrate.isra.0
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_inc_min_seq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] raw_spin_rq_unlock
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __alloc_file
     0.00%     0.00%  top              [kernel.kallsyms]      [k] alloc_empty_file
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __set_page_dirty_no_writeback
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __legitimize_mnt
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] legitimize_root
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __d_lookup
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] is_cpu_allowed
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cpus_share_cache
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __x64_sys_getpid
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] call_rcu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] lock_page_lruvec_irqsave
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] scheduler_tick
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] tick_sched_handle
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] tick_sched_timer
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] update_process_times
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __bitmap_and
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] native_smp_send_reschedule
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/23     [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] rcu_read_unlock_strict
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] copy_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] move_to_new_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] housekeeping_cpumask
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] put_swap_page
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ext4_da_write_begin
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] apparmor_file_open
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] security_file_open
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] queue_work_on
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __secure_computing
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] syscall_enter_from_user_mode
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] syscall_trace_enter.constprop.0
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] pmdp_test_and_clear_young
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] walk_pmd_range_locked.isra.0
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] obj_free
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] putback_zspage
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mem_cgroup_iter
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] task_vsize
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] attach_entity_load_avg
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __bitmap_and
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] copy_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cursor_timer_handler
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] page_counter_charge
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] mem_cgroup_migrate
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] migrate_page_copy
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] migrate_page_states
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.7.0.1  [.] 0x000000000002b7e4
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] page_get_anon_vma
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] blk_queue_enter
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] timekeeping_advance
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_wall_time
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] kthread_blkcg
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] free_unref_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __free_zspage
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __put_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] free_zspage
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __x64_sys_ftruncate
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] do_sys_ftruncate
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] do_truncate
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] ext4_setattr
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] notify_change
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __radix_tree_lookup
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] idr_find
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] radix_tree_lookup
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] set_pte
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] copy_page
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] do_wp_page
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] wp_page_copy
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_segcblist_advance
     0.00%     0.00%  memtier_benchma  libc.so.6              [.] 0x00000000000a6293
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_task_mm
