# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 484K of event 'cycles'
# Event count (approx.): 18141146334815
#
# Children      Self  Command          Shared Object             Symbol                                                                
# ........  ........  ...............  ........................  ......................................................................
#
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000010ba8
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] irq_exit_rcu
     0.00%     0.00%  memtier_benchma  [vdso]                    [.] 0x000000000000078e
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000001f230
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] __list_del_entry_valid
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] set_next_buddy
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] walk_pmd_range_locked.isra.0
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] __x64_sys_poll
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] add_to_swap
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] alloc_pages_vma
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] do_sys_poll
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] do_try_to_free_pages
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] evict_pages
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] lru_gen_shrink_lruvec
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] shrink_node
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] shrink_node_memcgs
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] shrink_page_list
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] shrink_zones
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] try_to_free_pages
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] __delete_from_swap_cache
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] __remove_mapping
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000001fa8b
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d99a
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ceb5
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] __run_hrtimer
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] hrtimer_interrupt
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] scheduler_tick
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] tick_sched_handle
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] tick_sched_timer
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] update_process_times
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002f31e
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001934e
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] radix_tree_lookup
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] rcu_report_qs_rdp
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] lzo1x_1_do_compress
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] lzogeneric1x_1_compress
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] lzorle_compress
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] total_mapcount
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001941a
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] irq_work_run_list
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d05c
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] note_gp_changes
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] smp_call_function_many_cond
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] on_each_cpu_cond_mask
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]         [k] drain_local_pages_wq
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]         [k] drain_pages_zone
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]         [k] free_pcppages_bulk
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]         [k] process_one_work
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]         [k] worker_thread
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001c4b9
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] lock_page_lruvec_irqsave
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] __get_user_nocheck_1
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] iov_iter_fault_in_readable.part.0
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001e10a
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000008717
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]         [k] smp_call_function_many_cond
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]         [k] arch_tlbbatch_flush
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]         [k] on_each_cpu_cond_mask
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]         [k] try_to_unmap_flush_dirty
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000098e5
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000002055f
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] select_idle_sibling
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] select_task_rq_fair
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] clean_page_buffers
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x00000000000113be
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000002f776
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] __x64_sys_openat
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] do_filp_open
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] do_sys_openat2
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] path_openat
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001b8d2
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001c4d0
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000196e9
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] hrtimer_cancel
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000ae91
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x00000000000249fe
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] hrtimer_run_queues
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000015913
     0.00%     0.00%  dnf              [kernel.kallsyms]         [k] do_open
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x0000000000020500
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ea4f
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] delay_halt
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] __hrtimer_next_event_base
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000b083
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] wake_q_add_safe
     0.00%     0.00%  memcached        [kernel.kallsyms]         [k] page_check_dirty_writeback
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]         [k] process_one_work
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]         [k] worker_thread
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] __handle_mm_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] asm_exc_page_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] do_user_addr_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] exc_page_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]         [k] handle_mm_fault
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001384d
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] __common_interrupt
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000002225e
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000014067
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000b08c
     0.00%     0.00%  memtier_benchma  [vdso]                    [.] 0x00000000000008aa
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000020570
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000009407
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] check_preempt_wakeup
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x0000000000024c45
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000011359
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]         [k] process_one_work
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ea8b
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000002233c
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x00000000000249e2
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] perf_swevent_start
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]         [k] vmstat_shepherd
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000013603
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000141a8
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000af36
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d9a2
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000b063
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] __irqentry_text_end
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000013d36
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] dequeue_entity
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000132c2
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]         [k] process_one_work
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000098e7
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000139fd
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ea00
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] __mem_cgroup_charge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] mem_cgroup_charge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] handle_irq_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] __common_interrupt
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] asm_common_interrupt
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] common_interrupt
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] handle_edge_irq
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000013d99
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] find_busiest_queue
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] __free_one_page
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] drain_local_pages_wq
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] drain_pages_zone
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] free_pcppages_bulk
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] process_one_work
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] set_task_rq_fair
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x0000000000024ad7
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001942d
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x00000000000204ef
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000016401
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000000b01d
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] __do_fault
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] do_sync_mmap_readahead
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] ext4_filemap_fault
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] filemap_fault
     0.00%     0.00%  tuned            [kernel.kallsyms]         [k] page_cache_ra_unbounded
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000094d7
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002f2ee
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001ea2d
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000013765
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000008710
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x00000000000113cf
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]         [k] worker_thread
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000015865
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000009a65
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]         [k] worker_thread
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2     [.] 0x0000000000024fb8
     0.00%     0.00%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x00000000000113d5
     0.00%     0.00%  memcached        memcached                 [.] 0x0000000000013488
     0.00%     0.00%  memcached        memcached                 [.] 0x00000000000094d0
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001d97a
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001381f
     0.00%     0.00%  memcached        memcached                 [.] 0x000000000001cb6b
