# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 26161556673991
#
# Children      Self  Command          Shared Object        Symbol                                          
# ........  ........  ...............  ...................  ................................................
#
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] cpuacct_charge
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] count_shadow_nodes
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] xas_create
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] xas_create_range
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] irq_work_run_list
     0.00%     0.00%  redis-server     redis-check-rdb      [.] dictSdsKeyCompare
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] apparmor_file_open
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] propagate_entity_cfs_rq
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] blk_stat_timer_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __radix_tree_lookup
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] idr_find
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] radix_tree_lookup
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] pmd_val
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] __delete_from_swap_cache
     0.00%     0.00%  migration/22     [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  migration/22     [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  migration/22     [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] page_update_gen
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] deactivate_task
     0.00%     0.00%  memtier_benchma  libc.so.6            [.] 0x00000000001b2eae
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] bdev_read_page
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] swap_readpage
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  snapd            [kernel.kallsyms]    [k] zram_rw_page
     0.00%     0.00%  migration/38     [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  migration/38     [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  migration/38     [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  migration/41     [kernel.kallsyms]    [k] cpu_stopper_thread
     0.00%     0.00%  migration/41     [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  migration/41     [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  migration/41     [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  irqbalance       [kernel.kallsyms]    [k] __kmalloc_node
     0.00%     0.00%  irqbalance       [kernel.kallsyms]    [k] kvmalloc_node
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] security_task_to_inode
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] set_next_entity
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]    [k] vmstat_update
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] _find_next_bit
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]    [k] do_writepages
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]    [k] __writeback_inodes_wb
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]    [k] __writeback_single_inode
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]    [k] writeback_sb_inodes
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] seq_put_decimal_ll
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] native_smp_send_reschedule
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] resched_curr
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] mem_cgroup_swapin_uncharge_swap
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] security_file_open
     0.00%     0.00%  migration/18     [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  migration/18     [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  migration/18     [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] put_dec_full8
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] map_id_range_down
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] wake_all_kswapds
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] wakeup_kswapd
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]    [k] prepare_to_swait_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  top              [kernel.kallsyms]    [k] __do_sys_newfstatat
     0.00%     0.00%  top              [kernel.kallsyms]    [k] __x64_sys_newfstatat
     0.00%     0.00%  top              [kernel.kallsyms]    [k] filename_lookup
     0.00%     0.00%  top              [kernel.kallsyms]    [k] lookup_fast
     0.00%     0.00%  top              [kernel.kallsyms]    [k] path_lookupat
     0.00%     0.00%  top              [kernel.kallsyms]    [k] user_path_at_empty
     0.00%     0.00%  top              [kernel.kallsyms]    [k] vfs_statx
     0.00%     0.00%  top              [kernel.kallsyms]    [k] walk_component
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] shmem_unused_huge_count
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] policy_nodemask
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] cpumask_next_and
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] __mod_node_page_state
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] __common_interrupt
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] __handle_irq_event_percpu
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] blk_mq_end_request
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] handle_edge_irq
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] handle_irq_event
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] nvme_complete_rq
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] nvme_irq
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] nvme_pci_complete_rq
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] nvme_process_cq
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] ext4_da_reserve_space
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] raw_spin_rq_unlock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] alloc_misplaced_dst_page_thp
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] do_huge_pmd_numa_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] locks_remove_posix
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] aa_get_task_label
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] hrtimer_wakeup
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] pvclock_gtod_notify
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] timekeeping_update
     0.00%     0.00%  migration/27     [kernel.kallsyms]    [k] cpu_stopper_thread
     0.00%     0.00%  migration/27     [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  migration/27     [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  migration/27     [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __note_gp_changes
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] kmem_cache_free
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] dput
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] may_expand_vm
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]    [k] __schedule
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __cond_resched
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __wait_for_common
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] wait_for_completion
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] fb_flashcursor
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] zs_shrinker_count
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] rcu_accelerate_cbs
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] security_file_free
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] __x86_indirect_thunk_rax
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] strlen
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] vsnprintf
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] profile_tick
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] file_modified
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] __x64_sys_madvise
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] do_madvise.part.0
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] do_syscall_64
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  jemalloc_bg_thd  [kernel.kallsyms]    [k] zap_page_range
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] ext4_reserve_inode_write
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] xas_load
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] call_rcu
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]    [k] cpuacct_charge
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]    [k] update_curr
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]    [k] drain_pages_zone
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] i40e_update_pf_stats
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __napi_poll
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] i40e_napi_poll
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] napi_complete_done
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] net_rx_action
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] strncpy
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]    [k] rcu_gp_cleanup
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __switch_to_asm
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] test_clear_page_writeback
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] x2apic_send_IPI
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] __count_memcg_events
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] cgroup_rstat_updated
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] migrate_page_move_mapping
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] check_preempt_wakeup
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] __queue_delayed_work
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] __queue_work
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] check_preempt_curr
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] insert_work
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] queue_delayed_work_on
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] try_to_wake_up
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] ttwu_do_activate
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] vmstat_shepherd
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]    [k] wake_up_process
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] zcomp_stream_get
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] setup_object.isra.0
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] perf_event_task_tick
     0.00%     0.00%  kworker/24:2-ev  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  kworker/24:2-ev  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/24:2-ev  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] flush_tlb_mm_range
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] pmdp_clear_flush_young
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] need_active_balance
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] __test_set_page_writeback
     0.00%     0.00%  migration/10     [kernel.kallsyms]    [k] newidle_balance
     0.00%     0.00%  migration/10     [kernel.kallsyms]    [k] __schedule
     0.00%     0.00%  migration/10     [kernel.kallsyms]    [k] balance_fair
     0.00%     0.00%  migration/10     [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  migration/10     [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  migration/10     [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  migration/10     [kernel.kallsyms]    [k] smpboot_thread_fn
     0.00%     0.00%  kworker/7:3-mm_  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/7:3-mm_  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/7:3-mm_  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/7:3-mm_  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] sugov_update_single_freq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __cgroup_account_cputime_field
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] ___slab_alloc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] migrate_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] move_to_new_page
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] mm_trace_rss_stat
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] xa_get_order
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] add_transaction_credits
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] start_this_handle
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __wake_up_common_lock
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __wake_up
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] page_lock_anon_vma_read
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] plist_requeue
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] PageHuge
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] inc_cluster_info_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] __alloc_pages
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] alloc_pages
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] rmqueue_bulk
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] memset
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] kthread_should_stop
     0.00%     0.00%  kworker/u98:1-w  [kernel.kallsyms]    [k] find_get_pages_range_tag
     0.00%     0.00%  kworker/u98:1-w  [kernel.kallsyms]    [k] mpage_prepare_extent_to_map
     0.00%     0.00%  kworker/u98:1-w  [kernel.kallsyms]    [k] pagevec_lookup_range_tag
